,algorithm,total_energy_kwh,tasks_executed,avg_wait_time,avg_turnaround_time,co2_emissions_kg
FCFS,FCFS,0.00018906598600725545,20,12.657055998810453,15.644244488478222,0.00013801816978529648
SJF,SJF,0.00018906598600725542,20,3.9295594401765235,6.916747929844297,0.00013801816978529645
RoundRobin,RoundRobin,0.00018906598600725545,20,12.657055998810453,15.644244488478222,0.00013801816978529648
PriorityBased,PriorityBased,0.00018906598600725548,20,12.46344916733759,15.450637657005363,0.0001380181697852965
EnergyOptimized,EnergyOptimized,0.00018906598600725545,20,10.226922848434068,13.214111338101835,0.00013801816978529648
